item_id,order_id,food_item,amount_paid
5721,272,Cha Siu Bao,9.25
5722,2623,Passionfruit Green Tea,3.75
5723,2945,Pork Belly Bao,9.25
5724,3921,Gam Ja Tang,11.25
5725,4230,Gam Ja Tang,11.25
5726,3217,Cha Siu Bao,9.25
5727,2286,Gam Ja Tang,11.25
5728,284,Braised Beef Noodles,10.25
5729,2270,Cha Siu Bao,9.25
5730,4638,Gam Ja Tang,11.25
5731,4151,Pork Belly Bao,9.25
5732,3585,Gam Ja Tang,11.25
5733,2727,Braised Beef Noodles,10.25
5734,2928,Pork Belly Bao,9.25
5735,2268,Passionfruit Green Tea,3.75
5736,1682,Black Sugar Bubble Tea,5.25
5737,989,Passionfruit Green Tea,3.75
5738,2766,Gam Ja Tang,11.25
5739,3499,Gam Ja Tang,11.25
5740,2370,Gam Ja Tang,11.25
5741,354,Gam Ja Tang,11.25
5742,1414,Black Sugar Bubble Tea,5.25
5743,3385,Gam Ja Tang,11.25
5744,3006,Pork Belly Bao,9.25
5745,3455,Cha Siu Bao,9.25
5746,3269,Gam Ja Tang,11.25
5747,2838,Pork Belly Bao,9.25
5748,4433,Black Sugar Bubble Tea,5.25
5749,115,Braised Beef Noodles,10.25
5750,358,Red Bean & Taro Slush,8.75
5751,1510,Braised Beef Noodles,10.25
5752,4093,Gam Ja Tang,11.25
5753,4816,Pork Belly Bao,9.25
5754,1730,Braised Beef Noodles,10.25
5755,3764,Passionfruit Green Tea,3.75
5756,2541,Passionfruit Green Tea,3.75
5757,4880,Passionfruit Green Tea,3.75
5758,2200,Braised Beef Noodles,10.25
5759,3734,Passionfruit Green Tea,3.75
5760,3304,Gam Ja Tang,11.25
5761,751,Pork Belly Bao,9.25
5762,47,Gam Ja Tang,11.25
5763,4829,Gam Ja Tang,11.25
5764,2264,Pork Belly Bao,9.25
5765,2864,Cha Siu Bao,9.25
5766,3698,Gam Ja Tang,11.25
5767,450,Gam Ja Tang,11.25
5768,1590,Gam Ja Tang,11.25
5769,2516,Cha Siu Bao,9.25
5770,4073,Gam Ja Tang,11.25
5771,3844,Gam Ja Tang,11.25
5772,3825,Passionfruit Green Tea,3.75
5773,1538,Passionfruit Green Tea,3.75
5774,2869,Gam Ja Tang,11.25
5775,2668,Braised Beef Noodles,10.25
5776,449,Braised Beef Noodles,10.25
5777,462,Cha Siu Bao,9.25
5778,3048,Gam Ja Tang,11.25
5779,2755,Gam Ja Tang,11.25
5780,4811,Pork Belly Bao,9.25
5781,666,Cha Siu Bao,9.25
5782,2609,Pork Belly Bao,9.25
5783,1606,Matcha Cheese Cake,6.75
5784,1893,Cha Siu Bao,9.25
5785,3648,Gam Ja Tang,11.25
5786,611,Passionfruit Green Tea,3.75
5787,3564,Pork Belly Bao,9.25
5788,4501,Cha Siu Bao,9.25
5789,4303,Pork Belly Bao,9.25
5790,2805,Gam Ja Tang,11.25
5791,2607,Gam Ja Tang,11.25
5792,2129,Cha Siu Bao,9.25
5793,4056,Cha Siu Bao,9.25
5794,4599,Braised Beef Noodles,10.25
5795,2116,Braised Beef Noodles,10.25
5796,4129,Passionfruit Green Tea,3.75
5797,1829,Pork Belly Bao,9.25
5798,3389,Braised Beef Noodles,10.25
5799,853,Pork Belly Bao,9.25
5800,438,Passionfruit Green Tea,3.75
5801,3939,Gam Ja Tang,11.25
5802,4200,Braised Beef Noodles,10.25
5803,2457,Passionfruit Green Tea,3.75
5804,3001,Pork Belly Bao,9.25
5805,4675,Pork Belly Bao,9.25
5806,4277,Black Sugar Bubble Tea,5.25
5807,2197,Gam Ja Tang,11.25
5808,2090,Pork Belly Bao,9.25
5809,244,Gam Ja Tang,11.25
5810,4896,Gam Ja Tang,11.25
5811,3855,Pork Belly Bao,9.25
5812,1316,Gam Ja Tang,11.25
5813,3613,Braised Beef Noodles,10.25
5814,4397,Braised Beef Noodles,10.25
5815,3247,Pork Belly Bao,9.25
5816,3722,Braised Beef Noodles,10.25
5817,568,Pork Belly Bao,9.25
5818,2484,Pork Belly Bao,9.25
5819,4426,Cha Siu Bao,9.25
5820,2827,Braised Beef Noodles,10.25
5821,2223,Gam Ja Tang,11.25
5822,4706,Cha Siu Bao,9.25
5823,2171,Gam Ja Tang,11.25
5824,4786,Pork Belly Bao,9.25
5825,4462,Passionfruit Green Tea,3.75
5826,2574,Cha Siu Bao,9.25
5827,2404,Gam Ja Tang,11.25
5828,3061,Gam Ja Tang,11.25
5829,768,Braised Beef Noodles,10.25
5830,3163,Gam Ja Tang,11.25
5831,1454,Cha Siu Bao,9.25
5832,681,Gam Ja Tang,11.25
5833,2775,Pork Belly Bao,9.25
5834,2376,Cha Siu Bao,9.25
5835,3275,Pork Belly Bao,9.25
5836,256,Cha Siu Bao,9.25
5837,3809,Pork Belly Bao,9.25
5838,1989,Gam Ja Tang,11.25
5839,4028,Pork Belly Bao,9.25
5840,3297,Braised Beef Noodles,10.25
5841,3022,Pork Belly Bao,9.25
5842,2842,Gam Ja Tang,11.25
5843,368,Gam Ja Tang,11.25
5844,2810,Cha Siu Bao,9.25
5845,393,Matcha Cheese Cake,6.75
5846,2056,Passionfruit Green Tea,3.75
5847,3729,Gam Ja Tang,11.25
5848,59,Braised Beef Noodles,10.25
5849,913,Cha Siu Bao,9.25
5850,4719,Pork Belly Bao,9.25
5851,4828,Gam Ja Tang,11.25
5852,1313,Matcha Cheese Cake,6.75
5853,4974,Gam Ja Tang,11.25
5854,3911,Pork Belly Bao,9.25
5855,2365,Pork Belly Bao,9.25
5856,569,Cha Siu Bao,9.25
5857,1360,Black Sugar Bubble Tea,5.25
5858,264,Cha Siu Bao,9.25
5859,4214,Pork Belly Bao,9.25
5860,1007,Pork Belly Bao,9.25
5861,4031,Braised Beef Noodles,10.25
5862,2261,Pork Belly Bao,9.25
5863,2975,Cha Siu Bao,9.25
5864,2414,Passionfruit Green Tea,3.75
5865,4937,Pork Belly Bao,9.25
5866,3258,Cha Siu Bao,9.25
5867,4751,Pork Belly Bao,9.25
5868,2638,Passionfruit Green Tea,3.75
5869,3700,Braised Beef Noodles,10.25
5870,211,Gam Ja Tang,11.25
5871,841,Passionfruit Green Tea,3.75
5872,4264,Cha Siu Bao,9.25
5873,1807,Gam Ja Tang,11.25
5874,1461,Braised Beef Noodles,10.25
5875,2222,Gam Ja Tang,11.25
5876,2818,Gam Ja Tang,11.25
5877,3343,Pork Belly Bao,9.25
5878,2673,Pork Belly Bao,9.25
5879,4435,Braised Beef Noodles,10.25
5880,264,Gam Ja Tang,11.25
5881,4375,Braised Beef Noodles,10.25
5882,1952,Cha Siu Bao,9.25
5883,802,Pork Belly Bao,9.25
5884,1727,Braised Beef Noodles,10.25
5885,4097,Passionfruit Green Tea,3.75
5886,1881,Gam Ja Tang,11.25
5887,964,Gam Ja Tang,11.25
5888,4354,Cha Siu Bao,9.25
5889,2404,Gam Ja Tang,11.25
5890,140,Pork Belly Bao,9.25
5891,541,Passionfruit Green Tea,3.75
5892,1006,Braised Beef Noodles,10.25
5893,1969,Passionfruit Green Tea,3.75
5894,490,Cha Siu Bao,9.25
5895,3487,Braised Beef Noodles,10.25
5896,3999,Cha Siu Bao,9.25
5897,4422,Gam Ja Tang,11.25
5898,3699,Black Sugar Bubble Tea,5.25
5899,3549,Pork Belly Bao,9.25
5900,3720,Gam Ja Tang,11.25
5901,328,Pork Belly Bao,9.25
5902,4395,Gam Ja Tang,11.25
5903,15,Cha Siu Bao,9.25
5904,743,Braised Beef Noodles,10.25
5905,2787,Braised Beef Noodles,10.25
5906,3244,Matcha Cheese Cake,6.75
5907,1979,Passionfruit Green Tea,3.75
5908,1420,Gam Ja Tang,11.25
5909,2127,Gam Ja Tang,11.25
5910,521,Pork Belly Bao,9.25
5911,303,Matcha Cheese Cake,6.75
5912,2098,Braised Beef Noodles,10.25
5913,3867,Gam Ja Tang,11.25
5914,3281,Pork Belly Bao,9.25
5915,4395,Gam Ja Tang,11.25
5916,2343,Gam Ja Tang,11.25
5917,4602,Herbal Grass Jelly Drink,8.75
5918,2335,Passionfruit Green Tea,3.75
5919,2885,Pork Belly Bao,9.25
5920,3748,Pork Belly Bao,9.25
5921,20,Gam Ja Tang,11.25
5922,1718,Black Sugar Bubble Tea,5.25
5923,2204,Braised Beef Noodles,10.25
5924,2864,Cha Siu Bao,9.25
5925,3815,Braised Beef Noodles,10.25
5926,669,Gam Ja Tang,11.25
5927,4862,Pork Belly Bao,9.25
5928,4251,Braised Beef Noodles,10.25
5929,1545,Cha Siu Bao,9.25
5930,512,Braised Beef Noodles,10.25
5931,2468,Pork Belly Bao,9.25
5932,4095,Pork Belly Bao,9.25
5933,1877,Cha Siu Bao,9.25
5934,1530,Passionfruit Green Tea,3.75
5935,1030,Pork Belly Bao,9.25
5936,1810,Pork Belly Bao,9.25
5937,2951,Braised Beef Noodles,10.25
5938,3414,Cha Siu Bao,9.25
5939,2360,Pork Belly Bao,9.25
5940,3027,Braised Beef Noodles,10.25
5941,2041,Passionfruit Green Tea,3.75
5942,1310,Pork Belly Bao,9.25
5943,3492,Gam Ja Tang,11.25
5944,3479,Gam Ja Tang,11.25
5945,3814,Passionfruit Green Tea,3.75
5946,1985,Matcha Cheese Cake,6.75
5947,4951,Braised Beef Noodles,10.25
5948,3511,Braised Beef Noodles,10.25
5949,4796,Braised Beef Noodles,10.25
5950,4503,Gam Ja Tang,11.25
5951,3417,Pork Belly Bao,9.25
5952,1626,Braised Beef Noodles,10.25
5953,3339,Passionfruit Green Tea,3.75
5954,4584,Passionfruit Green Tea,3.75
5955,3420,Pork Belly Bao,9.25
5956,163,Gam Ja Tang,11.25
5957,4978,Braised Beef Noodles,10.25
5958,1635,Gam Ja Tang,11.25
5959,428,Gam Ja Tang,11.25
5960,2638,Pork Belly Bao,9.25
5961,1789,Passionfruit Green Tea,3.75
5962,4986,Passionfruit Green Tea,3.75
5963,2114,Pork Belly Bao,9.25
5964,3184,Gam Ja Tang,11.25
5965,66,Pork Belly Bao,9.25
5966,2691,Gam Ja Tang,11.25
5967,2039,Gam Ja Tang,11.25
5968,3707,Black Sugar Bubble Tea,5.25
5969,1070,Braised Beef Noodles,10.25
5970,3441,Braised Beef Noodles,10.25
5971,940,Gam Ja Tang,11.25
5972,2316,Braised Beef Noodles,10.25
5973,3577,Passionfruit Green Tea,3.75
5974,3046,Braised Beef Noodles,10.25
5975,4324,Cha Siu Bao,9.25
5976,2324,Black Sugar Bubble Tea,5.25
5977,2854,Cha Siu Bao,9.25
5978,3877,Braised Beef Noodles,10.25
5979,2748,Passionfruit Green Tea,3.75
5980,1347,Pork Belly Bao,9.25
5981,3727,Braised Beef Noodles,10.25
5982,920,Cha Siu Bao,9.25
5983,411,Black Sugar Bubble Tea,5.25
5984,2506,Braised Beef Noodles,10.25
5985,4863,Gam Ja Tang,11.25
5986,1622,Gam Ja Tang,11.25
5987,139,Gam Ja Tang,11.25
5988,1009,Black Sugar Bubble Tea,5.25
5989,2738,Pork Belly Bao,9.25
5990,4800,Pork Belly Bao,9.25
5991,2212,Braised Beef Noodles,10.25
5992,4055,Cha Siu Bao,9.25
5993,4875,Cha Siu Bao,9.25
5994,2926,Braised Beef Noodles,10.25
5995,1926,Braised Beef Noodles,10.25
5996,2402,Pork Belly Bao,9.25
5997,2110,Pork Belly Bao,9.25
5998,557,Black Sugar Bubble Tea,5.25
5999,3613,Cha Siu Bao,9.25
6000,3166,Pork Belly Bao,9.25
6001,2927,Pork Belly Bao,9.25
6002,3810,Passionfruit Green Tea,3.75
6003,3930,Pork Belly Bao,9.25
6004,3072,Braised Beef Noodles,10.25
6005,1256,Gam Ja Tang,11.25
6006,3821,Cha Siu Bao,9.25
6007,3129,Passionfruit Green Tea,3.75
6008,2350,Pork Belly Bao,9.25
6009,3035,Passionfruit Green Tea,3.75
6010,3024,Gam Ja Tang,11.25
6011,411,Gam Ja Tang,11.25
6012,1697,Cha Siu Bao,9.25
6013,3664,Cha Siu Bao,9.25
6014,2262,Braised Beef Noodles,10.25
6015,3672,Passionfruit Green Tea,3.75
6016,999,Cha Siu Bao,9.25
6017,3839,Pork Belly Bao,9.25
6018,468,Black Sugar Bubble Tea,5.25
6019,4315,Braised Beef Noodles,10.25
6020,4956,Braised Beef Noodles,10.25
6021,2679,Passionfruit Green Tea,3.75
6022,1540,Braised Beef Noodles,10.25
6023,4154,Braised Beef Noodles,10.25
6024,1822,Cha Siu Bao,9.25
6025,4266,Gam Ja Tang,11.25
6026,2552,Gam Ja Tang,11.25
6027,4365,Cha Siu Bao,9.25
6028,3256,Braised Beef Noodles,10.25
6029,1147,Gam Ja Tang,11.25
6030,2476,Passionfruit Green Tea,3.75
6031,341,Black Sugar Bubble Tea,5.25
6032,4757,Cha Siu Bao,9.25
6033,3758,Cha Siu Bao,9.25
6034,3845,Gam Ja Tang,11.25
6035,2756,Braised Beef Noodles,10.25
6036,1716,Cha Siu Bao,9.25
6037,4825,Passionfruit Green Tea,3.75
6038,1452,Braised Beef Noodles,10.25
6039,1080,Pork Belly Bao,9.25
6040,1178,Matcha Cheese Cake,6.75
6041,539,Gam Ja Tang,11.25
6042,4795,Pork Belly Bao,9.25
6043,2795,Gam Ja Tang,11.25
6044,2153,Gam Ja Tang,11.25
6045,530,Cha Siu Bao,9.25
6046,4439,Cha Siu Bao,9.25
6047,2793,Passionfruit Green Tea,3.75
6048,4486,Gam Ja Tang,11.25
6049,3651,Passionfruit Green Tea,3.75
6050,1421,Cha Siu Bao,9.25
6051,2587,Cha Siu Bao,9.25
6052,636,Matcha Cheese Cake,6.75
6053,1057,Black Sugar Bubble Tea,5.25
6054,3770,Braised Beef Noodles,10.25
6055,1093,Passionfruit Green Tea,3.75
6056,1285,Gam Ja Tang,11.25
6057,3600,Gam Ja Tang,11.25
6058,1205,Passionfruit Green Tea,3.75
6059,1095,Pork Belly Bao,9.25
6060,503,Cha Siu Bao,9.25
6061,2305,Braised Beef Noodles,10.25
6062,4887,Pork Belly Bao,9.25
6063,4656,Cha Siu Bao,9.25
6064,4589,Gam Ja Tang,11.25
6065,826,Braised Beef Noodles,10.25
6066,2853,Black Sugar Bubble Tea,5.25
6067,1166,Gam Ja Tang,11.25
6068,2342,Black Sugar Bubble Tea,5.25
6069,2601,Braised Beef Noodles,10.25
6070,4181,Passionfruit Green Tea,3.75
6071,2138,Matcha Cheese Cake,6.75
6072,1864,Black Sugar Bubble Tea,5.25
6073,4121,Braised Beef Noodles,10.25
6074,3209,Cha Siu Bao,9.25
6075,334,Braised Beef Noodles,10.25
6076,4904,Cha Siu Bao,9.25
6077,1201,Cha Siu Bao,9.25
6078,1854,Gam Ja Tang,11.25
6079,3330,Pork Belly Bao,9.25
6080,699,Braised Beef Noodles,10.25
6081,1948,Matcha Cheese Cake,6.75
6082,4005,Cha Siu Bao,9.25
6083,1397,Cha Siu Bao,9.25
6084,3658,Braised Beef Noodles,10.25
6085,1648,Gam Ja Tang,11.25
6086,3511,Pork Belly Bao,9.25
6087,4414,Gam Ja Tang,11.25
6088,181,Cha Siu Bao,9.25
6089,1914,Gam Ja Tang,11.25
6090,4919,Pork Belly Bao,9.25
6091,4633,Pork Belly Bao,9.25
6092,1460,Pork Belly Bao,9.25
6093,517,Gam Ja Tang,11.25
6094,4259,Braised Beef Noodles,10.25
6095,3725,Pork Belly Bao,9.25
6096,2923,Gam Ja Tang,11.25
6097,267,Cha Siu Bao,9.25
6098,2242,Black Sugar Bubble Tea,5.25
6099,2928,Black Sugar Bubble Tea,5.25
6100,2067,Braised Beef Noodles,10.25
6101,3268,Braised Beef Noodles,10.25
6102,4307,Pork Belly Bao,9.25
6103,3515,Braised Beef Noodles,10.25
6104,2971,Gam Ja Tang,11.25
6105,3786,Pork Belly Bao,9.25
6106,4892,Gam Ja Tang,11.25
6107,4278,Pork Belly Bao,9.25
6108,4019,Pork Belly Bao,9.25
6109,381,Gam Ja Tang,11.25
6110,2409,Passionfruit Green Tea,3.75
6111,795,Gam Ja Tang,11.25
6112,2807,Braised Beef Noodles,10.25
6113,3462,Braised Beef Noodles,10.25
6114,2096,Braised Beef Noodles,10.25
6115,1359,Black Sugar Bubble Tea,5.25
6116,3801,Gam Ja Tang,11.25
6117,2318,Passionfruit Green Tea,3.75
6118,2610,Braised Beef Noodles,10.25
6119,2930,Gam Ja Tang,11.25
6120,4352,Cha Siu Bao,9.25
6121,1039,Gam Ja Tang,11.25
6122,2833,Pork Belly Bao,9.25
6123,3585,Passionfruit Green Tea,3.75
6124,4962,Braised Beef Noodles,10.25
6125,4725,Pork Belly Bao,9.25
6126,4553,Black Sugar Bubble Tea,5.25
6127,56,Pork Belly Bao,9.25
6128,4639,Braised Beef Noodles,10.25
6129,609,Pork Belly Bao,9.25
6130,2838,Gam Ja Tang,11.25
6131,1041,Braised Beef Noodles,10.25
6132,799,Passionfruit Green Tea,3.75
6133,3435,Cha Siu Bao,9.25
6134,3813,Braised Beef Noodles,10.25
6135,3374,Cha Siu Bao,9.25
6136,3753,Pork Belly Bao,9.25
6137,4440,Gam Ja Tang,11.25
6138,610,Braised Beef Noodles,10.25
6139,2187,Cha Siu Bao,9.25
6140,1369,Matcha Cheese Cake,6.75
6141,1090,Passionfruit Green Tea,3.75
6142,542,Gam Ja Tang,11.25
6143,2866,Cha Siu Bao,9.25
6144,2202,Cha Siu Bao,9.25
6145,1352,Pork Belly Bao,9.25
6146,3650,Cha Siu Bao,9.25
6147,457,Gam Ja Tang,11.25
6148,3469,Pork Belly Bao,9.25
6149,4233,Gam Ja Tang,11.25
6150,3981,Pork Belly Bao,9.25
6151,3346,Braised Beef Noodles,10.25
6152,2828,Pork Belly Bao,9.25
6153,2267,Cha Siu Bao,9.25
6154,2583,Gam Ja Tang,11.25
6155,737,Gam Ja Tang,11.25
6156,145,Gam Ja Tang,11.25
6157,1508,Braised Beef Noodles,10.25
6158,3893,Passionfruit Green Tea,3.75
6159,4475,Cha Siu Bao,9.25
6160,4713,Braised Beef Noodles,10.25
6161,827,Gam Ja Tang,11.25
6162,3702,Pork Belly Bao,9.25
6163,2893,Braised Beef Noodles,10.25
6164,787,Pork Belly Bao,9.25
6165,4896,Pork Belly Bao,9.25
6166,1090,Gam Ja Tang,11.25
6167,1181,Braised Beef Noodles,10.25
6168,2330,Pork Belly Bao,9.25
6169,156,Pork Belly Bao,9.25
6170,4472,Pork Belly Bao,9.25
6171,3929,Gam Ja Tang,11.25
6172,4935,Gam Ja Tang,11.25
6173,357,Gam Ja Tang,11.25
6174,3579,Passionfruit Green Tea,3.75
6175,4439,Cha Siu Bao,9.25
6176,4885,Passionfruit Green Tea,3.75
6177,1376,Pork Belly Bao,9.25
6178,3850,Black Sugar Bubble Tea,5.25
6179,2120,Pork Belly Bao,9.25
6180,13,Gam Ja Tang,11.25
6181,1311,Gam Ja Tang,11.25
6182,98,Cha Siu Bao,9.25
6183,2556,Cha Siu Bao,9.25
6184,1913,Black Sugar Bubble Tea,5.25
6185,216,Pork Belly Bao,9.25
6186,1407,Gam Ja Tang,11.25
6187,3541,Gam Ja Tang,11.25
6188,3427,Passionfruit Green Tea,3.75
6189,2831,Cha Siu Bao,9.25
6190,626,Braised Beef Noodles,10.25
6191,1523,Gam Ja Tang,11.25
6192,2790,Cha Siu Bao,9.25
6193,4106,Gam Ja Tang,11.25
6194,190,Braised Beef Noodles,10.25
6195,3032,Matcha Cheese Cake,6.75
6196,3917,Gam Ja Tang,11.25
6197,2686,Gam Ja Tang,11.25
6198,4198,Black Sugar Bubble Tea,5.25
6199,3047,Pork Belly Bao,9.25
6200,3604,Pork Belly Bao,9.25
6201,2388,Braised Beef Noodles,10.25
6202,75,Passionfruit Green Tea,3.75
6203,4406,Braised Beef Noodles,10.25
6204,4561,Pork Belly Bao,9.25
6205,167,Pork Belly Bao,9.25
6206,2772,Braised Beef Noodles,10.25
6207,2728,Gam Ja Tang,11.25
6208,3276,Gam Ja Tang,11.25
6209,2653,Gam Ja Tang,11.25
6210,3833,Gam Ja Tang,11.25
6211,4157,Gam Ja Tang,11.25
6212,415,Pork Belly Bao,9.25
6213,4207,Gam Ja Tang,11.25
6214,3682,Black Sugar Bubble Tea,5.25
6215,549,Pork Belly Bao,9.25
6216,1090,Gam Ja Tang,11.25
6217,986,Passionfruit Green Tea,3.75
6218,334,Braised Beef Noodles,10.25
6219,3569,Passionfruit Green Tea,3.75
6220,2129,Cha Siu Bao,9.25
6221,203,Braised Beef Noodles,10.25
6222,687,Cha Siu Bao,9.25
6223,810,Cha Siu Bao,9.25
6224,775,Pork Belly Bao,9.25
6225,4089,Braised Beef Noodles,10.25
6226,886,Pork Belly Bao,9.25
6227,2365,Braised Beef Noodles,10.25
6228,3594,Braised Beef Noodles,10.25
6229,1711,Cha Siu Bao,9.25
6230,3520,Cha Siu Bao,9.25
6231,2686,Red Bean & Taro Slush,8.75
6232,4355,Braised Beef Noodles,10.25
6233,3530,Braised Beef Noodles,10.25
6234,3011,Braised Beef Noodles,10.25
6235,820,Cha Siu Bao,9.25
6236,3479,Black Sugar Bubble Tea,5.25
6237,1529,Black Sugar Bubble Tea,5.25
6238,2112,Gam Ja Tang,11.25
6239,995,Gam Ja Tang,11.25
6240,3535,Cha Siu Bao,9.25
6241,805,Braised Beef Noodles,10.25
6242,1409,Gam Ja Tang,11.25
6243,4918,Gam Ja Tang,11.25
6244,1072,Herbal Grass Jelly Drink,8.75
6245,2181,Gam Ja Tang,11.25
6246,4981,Gam Ja Tang,11.25
6247,1891,Cha Siu Bao,9.25
6248,4139,Passionfruit Green Tea,3.75
6249,453,Cha Siu Bao,9.25
6250,394,Gam Ja Tang,11.25
6251,2918,Braised Beef Noodles,10.25
6252,949,Gam Ja Tang,11.25
6253,974,Braised Beef Noodles,10.25
6254,2928,Gam Ja Tang,11.25
6255,3692,Braised Beef Noodles,10.25
6256,3258,Passionfruit Green Tea,3.75
6257,3210,Red Bean & Taro Slush,8.75
6258,2138,Gam Ja Tang,11.25
6259,2260,Gam Ja Tang,11.25
6260,1909,Passionfruit Green Tea,3.75
6261,1013,Braised Beef Noodles,10.25
6262,4914,Gam Ja Tang,11.25
6263,3706,Black Sugar Bubble Tea,5.25
6264,2354,Gam Ja Tang,11.25
6265,4209,Gam Ja Tang,11.25
6266,1567,Gam Ja Tang,11.25
6267,2268,Passionfruit Green Tea,3.75
6268,3548,Braised Beef Noodles,10.25
6269,3614,Cha Siu Bao,9.25
6270,1933,Cha Siu Bao,9.25
6271,4243,Pork Belly Bao,9.25
6272,1997,Cha Siu Bao,9.25
6273,3723,Black Sugar Bubble Tea,5.25
6274,2626,Gam Ja Tang,11.25
6275,1172,Cha Siu Bao,9.25
6276,2919,Cha Siu Bao,9.25
6277,1979,Cha Siu Bao,9.25
6278,1269,Pork Belly Bao,9.25
6279,1920,Cha Siu Bao,9.25
6280,1597,Gam Ja Tang,11.25
6281,1402,Pork Belly Bao,9.25
6282,2989,Cha Siu Bao,9.25
6283,2075,Gam Ja Tang,11.25
6284,1465,Gam Ja Tang,11.25
6285,3102,Braised Beef Noodles,10.25
6286,1120,Gam Ja Tang,11.25
6287,3777,Braised Beef Noodles,10.25
6288,1437,Passionfruit Green Tea,3.75
6289,3639,Cha Siu Bao,9.25
6290,652,Cha Siu Bao,9.25
6291,257,Pork Belly Bao,9.25
6292,3802,Braised Beef Noodles,10.25
6293,3522,Braised Beef Noodles,10.25
6294,2630,Gam Ja Tang,11.25
6295,4322,Braised Beef Noodles,10.25
6296,1544,Braised Beef Noodles,10.25
6297,79,Cha Siu Bao,9.25
6298,3561,Gam Ja Tang,11.25
6299,120,Cha Siu Bao,9.25
6300,366,Braised Beef Noodles,10.25
6301,4838,Passionfruit Green Tea,3.75
6302,791,Braised Beef Noodles,10.25
6303,849,Cha Siu Bao,9.25
6304,2351,Passionfruit Green Tea,3.75
6305,3887,Braised Beef Noodles,10.25
6306,1907,Cha Siu Bao,9.25
6307,1563,Red Bean & Taro Slush,8.75
6308,3255,Black Sugar Bubble Tea,5.25
6309,3975,Cha Siu Bao,9.25
6310,1727,Braised Beef Noodles,10.25
6311,3732,Gam Ja Tang,11.25
6312,1342,Red Bean & Taro Slush,8.75
6313,3795,Passionfruit Green Tea,3.75
6314,2366,Pork Belly Bao,9.25
6315,2473,Pork Belly Bao,9.25
6316,2901,Gam Ja Tang,11.25
6317,392,Cha Siu Bao,9.25
6318,4893,Black Sugar Bubble Tea,5.25
6319,700,Cha Siu Bao,9.25
6320,811,Braised Beef Noodles,10.25
6321,1834,Braised Beef Noodles,10.25
6322,3129,Gam Ja Tang,11.25
6323,4693,Braised Beef Noodles,10.25
6324,4025,Black Sugar Bubble Tea,5.25
6325,169,Gam Ja Tang,11.25
6326,2278,Pork Belly Bao,9.25
6327,4129,Red Bean & Taro Slush,8.75
6328,857,Pork Belly Bao,9.25
6329,3995,Gam Ja Tang,11.25
6330,1688,Passionfruit Green Tea,3.75
6331,1858,Cha Siu Bao,9.25
6332,3075,Pork Belly Bao,9.25
6333,1040,Passionfruit Green Tea,3.75
6334,796,Pork Belly Bao,9.25
6335,645,Passionfruit Green Tea,3.75
6336,1290,Braised Beef Noodles,10.25
6337,206,Braised Beef Noodles,10.25
6338,220,Cha Siu Bao,9.25
6339,864,Gam Ja Tang,11.25
6340,244,Black Sugar Bubble Tea,5.25
6341,1938,Braised Beef Noodles,10.25
6342,4361,Pork Belly Bao,9.25
6343,1055,Braised Beef Noodles,10.25
6344,1425,Cha Siu Bao,9.25
6345,3480,Gam Ja Tang,11.25
6346,1845,Gam Ja Tang,11.25
6347,5,Cha Siu Bao,9.25
6348,3558,Black Sugar Bubble Tea,5.25
6349,1187,Braised Beef Noodles,10.25
6350,1792,Gam Ja Tang,11.25
6351,2408,Braised Beef Noodles,10.25
6352,262,Braised Beef Noodles,10.25
6353,890,Braised Beef Noodles,10.25
6354,3049,Pork Belly Bao,9.25
6355,465,Black Sugar Bubble Tea,5.25
6356,1493,Passionfruit Green Tea,3.75
6357,3293,Cha Siu Bao,9.25
6358,2946,Braised Beef Noodles,10.25
6359,2855,Pork Belly Bao,9.25
6360,4997,Cha Siu Bao,9.25
6361,31,Pork Belly Bao,9.25
6362,3042,Gam Ja Tang,11.25
6363,224,Passionfruit Green Tea,3.75
6364,4822,Pork Belly Bao,9.25
6365,723,Braised Beef Noodles,10.25
6366,2966,Gam Ja Tang,11.25
6367,821,Pork Belly Bao,9.25
6368,2215,Gam Ja Tang,11.25
6369,1060,Gam Ja Tang,11.25
6370,3244,Gam Ja Tang,11.25
6371,382,Black Sugar Bubble Tea,5.25
6372,2288,Pork Belly Bao,9.25
6373,1837,Pork Belly Bao,9.25
6374,3150,Matcha Cheese Cake,6.75
6375,550,Cha Siu Bao,9.25
6376,4540,Cha Siu Bao,9.25
6377,1798,Cha Siu Bao,9.25
6378,2896,Matcha Cheese Cake,6.75
6379,3232,Black Sugar Bubble Tea,5.25
6380,3663,Gam Ja Tang,11.25
6381,3137,Cha Siu Bao,9.25
6382,1206,Braised Beef Noodles,10.25
6383,3740,Gam Ja Tang,11.25
6384,2401,Gam Ja Tang,11.25
6385,4171,Cha Siu Bao,9.25
6386,2131,Passionfruit Green Tea,3.75
6387,1837,Cha Siu Bao,9.25
6388,31,Passionfruit Green Tea,3.75
6389,1758,Pork Belly Bao,9.25
6390,3982,Pork Belly Bao,9.25
6391,3950,Passionfruit Green Tea,3.75
6392,30,Cha Siu Bao,9.25
6393,1281,Cha Siu Bao,9.25
6394,1194,Cha Siu Bao,9.25
6395,579,Black Sugar Bubble Tea,5.25
6396,473,Gam Ja Tang,11.25
6397,1890,Passionfruit Green Tea,3.75
6398,2456,Pork Belly Bao,9.25
6399,1050,Cha Siu Bao,9.25
6400,4858,Gam Ja Tang,11.25
6401,2867,Gam Ja Tang,11.25
